country,date,total vaccinated,1st dose,2nd dose
Afghanistan,22-02-2021,0,0,0
Afghanistan,23-02-2021,0,0,0
Afghanistan,24-02-2021,0,0,0
Afghanistan,25-02-2021,0,0,0
Afghanistan,26-02-2021,0,0,0
Afghanistan,27-02-2021,0,0,0
Afghanistan,28-02-2021,8200,8200,0
Afghanistan,01-03-2021,0,0,0
Afghanistan,02-03-2021,0,0,0
Afghanistan,03-03-2021,0,0,0
Afghanistan,04-03-2021,0,0,0
Afghanistan,05-03-2021,0,0,0
Afghanistan,06-03-2021,0,0,0
Afghanistan,07-03-2021,0,0,0
Afghanistan,08-03-2021,0,0,0
Afghanistan,09-03-2021,0,0,0
Afghanistan,10-03-2021,0,0,0
Afghanistan,11-03-2021,0,0,0
Afghanistan,12-03-2021,0,0,0
Afghanistan,13-03-2021,0,0,0
Afghanistan,14-03-2021,0,0,0
Afghanistan,15-03-2021,0,0,0
Afghanistan,16-03-2021,54000,54000,0
Afghanistan,17-03-2021,0,0,0
Afghanistan,18-03-2021,0,0,0
Afghanistan,19-03-2021,0,0,0
Afghanistan,20-03-2021,0,0,0
Afghanistan,21-03-2021,0,0,0
Afghanistan,22-03-2021,0,0,0
Afghanistan,23-03-2021,0,0,0
Afghanistan,24-03-2021,0,0,0
Afghanistan,25-03-2021,0,0,0
Afghanistan,26-03-2021,0,0,0
Afghanistan,27-03-2021,0,0,0
Afghanistan,28-03-2021,0,0,0
Afghanistan,29-03-2021,0,0,0
Afghanistan,30-03-2021,0,0,0
Afghanistan,31-03-2021,0,0,0
Afghanistan,01-04-2021,0,0,0
Afghanistan,02-04-2021,0,0,0
Afghanistan,03-04-2021,0,0,0
Afghanistan,04-04-2021,0,0,0
Afghanistan,05-04-2021,0,0,0
Afghanistan,06-04-2021,0,0,0
Afghanistan,07-04-2021,120000,120000,0
Afghanistan,08-04-2021,0,0,0
Afghanistan,09-04-2021,0,0,0
Afghanistan,10-04-2021,0,0,0
Afghanistan,11-04-2021,0,0,0
Afghanistan,12-04-2021,0,0,0
Afghanistan,13-04-2021,0,0,0
Afghanistan,14-04-2021,0,0,0
Afghanistan,15-04-2021,0,0,0
Afghanistan,16-04-2021,0,0,0
Afghanistan,17-04-2021,0,0,0
Afghanistan,18-04-2021,0,0,0
Afghanistan,19-04-2021,0,0,0
Afghanistan,20-04-2021,0,0,0
Afghanistan,21-04-2021,0,0,0
Afghanistan,22-04-2021,240000,240000,0
Afghanistan,23-04-2021,0,0,0
Afghanistan,24-04-2021,0,0,0
Afghanistan,25-04-2021,0,0,0
Afghanistan,26-04-2021,0,0,0
Afghanistan,27-04-2021,0,0,0
Afghanistan,28-04-2021,0,0,0
Afghanistan,29-04-2021,0,0,0
Afghanistan,30-04-2021,0,0,0
Afghanistan,01-05-2021,0,0,0
Afghanistan,02-05-2021,0,0,0
Afghanistan,03-05-2021,0,0,0
Afghanistan,04-05-2021,0,0,0
Afghanistan,05-05-2021,0,0,0
Afghanistan,06-05-2021,0,0,0
Afghanistan,07-05-2021,0,0,0
Afghanistan,08-05-2021,0,0,0
Afghanistan,09-05-2021,0,0,0
Afghanistan,10-05-2021,0,0,0
Afghanistan,11-05-2021,504502,448878,55624
Afghanistan,12-05-2021,0,0,0
Afghanistan,13-05-2021,0,0,0
Afghanistan,14-05-2021,0,0,0
Afghanistan,15-05-2021,0,0,0
Afghanistan,16-05-2021,0,0,0
Afghanistan,17-05-2021,0,0,0
Afghanistan,18-05-2021,0,0,0
Afghanistan,19-05-2021,0,0,0
Afghanistan,20-05-2021,547901,470341,77560
Afghanistan,21-05-2021,0,0,0
Afghanistan,22-05-2021,0,0,0
Afghanistan,23-05-2021,0,0,0
Afghanistan,24-05-2021,573277,476367,96910
Afghanistan,25-05-2021,0,0,0
Afghanistan,26-05-2021,590454,479372,111082
Afghanistan,27-05-2021,593313,479574,113739
Afghanistan,28-05-2021,0,0,0
Afghanistan,29-05-2021,0,0,0
Afghanistan,30-05-2021,600152,480226,119926
Afghanistan,31-05-2021,0,0,0
Afghanistan,01-06-2021,0,0,0
Afghanistan,02-06-2021,626290,481690,144600
Afghanistan,03-06-2021,630305,481800,148505
Afghanistan,04-06-2021,0,0,0
Afghanistan,05-06-2021,0,0,0
Afghanistan,06-06-2021,0,0,0
Afghanistan,07-06-2021,0,0,0
Afghanistan,08-06-2021,641295,482952,158343
Afghanistan,09-06-2021,0,0,0
Afghanistan,10-06-2021,0,0,0
Afghanistan,11-06-2021,0,0,0
Afghanistan,12-06-2021,0,0,0
Afghanistan,13-06-2021,0,0,0
Afghanistan,14-06-2021,662003,484737,177266
Afghanistan,15-06-2021,0,0,0
Afghanistan,16-06-2021,0,0,0
Afghanistan,17-06-2021,0,0,0
Afghanistan,18-06-2021,0,0,0
Afghanistan,19-06-2021,0,0,0
Afghanistan,20-06-2021,0,0,0
Afghanistan,21-06-2021,0,0,0
Afghanistan,22-06-2021,765890,582128,183762
Afghanistan,23-06-2021,0,0,0
Afghanistan,24-06-2021,0,0,0
Afghanistan,25-06-2021,0,0,0
Afghanistan,26-06-2021,0,0,0
Afghanistan,27-06-2021,835694,649434,186260
Afghanistan,28-06-2021,0,0,0
Afghanistan,29-06-2021,0,0,0
Afghanistan,30-06-2021,886854,699200,187654
Afghanistan,01-07-2021,0,0,0
Afghanistan,02-07-2021,0,0,0
Afghanistan,03-07-2021,0,0,0
Afghanistan,04-07-2021,0,0,0
Afghanistan,05-07-2021,915671,726349,189322
Afghanistan,06-07-2021,0,0,0
Afghanistan,07-07-2021,934463,735213,199250
Afghanistan,08-07-2021,0,0,0
Afghanistan,09-07-2021,0,0,0
Afghanistan,10-07-2021,0,0,0
Afghanistan,11-07-2021,962093,742934,219159
Afghanistan,12-07-2021,0,0,0
Afghanistan,13-07-2021,0,0,0
Afghanistan,14-07-2021,0,0,0
Afghanistan,15-07-2021,0,0,0
Afghanistan,16-07-2021,0,0,0
Afghanistan,17-07-2021,0,0,0
Afghanistan,18-07-2021,0,0,0
Afghanistan,19-07-2021,0,0,0
Afghanistan,20-07-2021,0,0,0
Afghanistan,21-07-2021,0,0,0
Afghanistan,22-07-2021,0,0,0
Afghanistan,23-07-2021,0,0,0
Afghanistan,24-07-2021,0,0,0
Afghanistan,25-07-2021,0,0,0
Afghanistan,26-07-2021,0,0,0
Afghanistan,27-07-2021,0,0,0
Afghanistan,28-07-2021,0,0,0
Afghanistan,29-07-2021,0,0,0
Afghanistan,30-07-2021,0,0,0
Afghanistan,31-07-2021,0,0,0
Afghanistan,01-08-2021,0,0,0
Afghanistan,02-08-2021,0,0,0
Afghanistan,03-08-2021,0,0,0
Afghanistan,04-08-2021,0,0,0
Afghanistan,05-08-2021,0,0,0
Afghanistan,06-08-2021,0,0,0
Afghanistan,07-08-2021,0,0,0
Afghanistan,08-08-2021,0,0,0
Afghanistan,09-08-2021,0,0,0
Afghanistan,10-08-2021,0,0,0
Afghanistan,11-08-2021,0,0,0
Afghanistan,12-08-2021,0,0,0
Afghanistan,13-08-2021,0,0,0
Afghanistan,14-08-2021,0,0,0
Afghanistan,15-08-2021,0,0,0
Afghanistan,16-08-2021,0,0,0
Afghanistan,17-08-2021,0,0,0
Afghanistan,18-08-2021,0,0,0
Afghanistan,19-08-2021,0,0,0
Afghanistan,20-08-2021,1201286,770542,430744
Afghanistan,21-08-2021,0,0,0
Afghanistan,22-08-2021,0,0,0
Afghanistan,23-08-2021,0,0,0
Afghanistan,24-08-2021,0,0,0
Afghanistan,25-08-2021,0,0,0
Afghanistan,26-08-2021,0,0,0
Afghanistan,27-08-2021,0,0,0
Afghanistan,28-08-2021,0,0,0
Afghanistan,29-08-2021,0,0,0
Afghanistan,30-08-2021,0,0,0
Afghanistan,31-08-2021,773002,773002,0
Afghanistan,01-09-2021,0,0,0
Afghanistan,02-09-2021,0,0,0
Afghanistan,03-09-2021,0,0,0
Afghanistan,04-09-2021,0,0,0
Afghanistan,05-09-2021,0,0,0
Afghanistan,06-09-2021,0,0,0
Afghanistan,07-09-2021,0,0,0
Afghanistan,08-09-2021,0,0,0
Afghanistan,09-09-2021,0,0,0
Afghanistan,10-09-2021,0,0,0
Afghanistan,11-09-2021,0,0,0
Afghanistan,12-09-2021,0,0,0
Afghanistan,13-09-2021,0,0,0
Afghanistan,14-09-2021,0,0,0
Afghanistan,15-09-2021,0,0,0
Afghanistan,16-09-2021,0,0,0
Afghanistan,17-09-2021,0,0,0
Afghanistan,18-09-2021,0,0,0
Afghanistan,19-09-2021,0,0,0
Afghanistan,20-09-2021,0,0,0
Afghanistan,21-09-2021,0,0,0
Afghanistan,22-09-2021,0,0,0
Afghanistan,23-09-2021,0,0,0
Afghanistan,24-09-2021,0,0,0
Afghanistan,25-09-2021,0,0,0
Afghanistan,26-09-2021,0,0,0
Afghanistan,27-09-2021,0,0,0
Afghanistan,28-09-2021,0,0,0
Afghanistan,29-09-2021,0,0,0
Afghanistan,30-09-2021,828601,828601,0
Canada,15-12-2020,727,727,0
Canada,16-12-2020,3015,3015,0
Canada,17-12-2020,7266,7266,0
Canada,18-12-2020,11274,11274,0
Canada,19-12-2020,12039,12039,0
Canada,20-12-2020,12898,12898,0
Canada,21-12-2020,21039,21039,0
Canada,22-12-2020,26820,26820,0
Canada,23-12-2020,35494,35494,0
Canada,24-12-2020,45689,45689,0
Canada,25-12-2020,48734,48734,0
Canada,26-12-2020,48747,48747,0
Canada,27-12-2020,52356,52356,0
Canada,28-12-2020,58973,58973,0
Canada,29-12-2020,72285,72284,1
Canada,30-12-2020,85673,85672,1
Canada,31-12-2020,98642,98641,1
Canada,01-01-2021,105251,105250,1
Canada,02-01-2021,109919,109918,1
Canada,03-01-2021,115118,115117,1
Canada,04-01-2021,138715,138714,1
Canada,05-01-2021,156519,156516,3
Canada,06-01-2021,184594,184152,442
Canada,07-01-2021,221693,220572,1121
Canada,08-01-2021,263506,261416,2090
Canada,09-01-2021,299689,296654,3035
Canada,10-01-2021,323084,320037,3047
Canada,11-01-2021,361351,358297,3054
Canada,12-01-2021,391300,386991,4309
Canada,13-01-2021,422378,409143,13235
Canada,14-01-2021,463737,447920,15817
Canada,15-01-2021,512751,493404,19347
Canada,16-01-2021,549131,528606,20525
Canada,17-01-2021,576499,554720,21779
Canada,18-01-2021,620797,598277,22520
Canada,19-01-2021,660191,635430,24761
Canada,20-01-2021,703317,665861,37456
Canada,21-01-2021,746078,702389,43689
Canada,22-01-2021,783940,733927,50013
Canada,23-01-2021,811208,756819,54389
Canada,24-01-2021,826559,769521,57038
Canada,25-01-2021,850271,784999,65272
Canada,26-01-2021,879341,805867,73474
Canada,27-01-2021,902330,819315,83015
Canada,28-01-2021,927378,834461,92917
Canada,29-01-2021,949192,846851,102341
Canada,30-01-2021,964711,853872,110839
Canada,31-01-2021,970444,857054,113390
Canada,01-02-2021,0,0,0
Canada,02-02-2021,0,0,0
Canada,03-02-2021,0,0,0
Canada,04-02-2021,0,0,0
Canada,05-02-2021,0,0,0
Canada,06-02-2021,0,0,0
Canada,07-02-2021,0,0,0
Canada,08-02-2021,0,0,0
Canada,09-02-2021,0,0,0
Canada,10-02-2021,0,0,0
Canada,11-02-2021,0,0,0
Canada,12-02-2021,0,0,0
Canada,13-02-2021,0,0,0
Canada,14-02-2021,1292105,984385,307715
Canada,15-02-2021,1302128,986092,316031
Canada,16-02-2021,1328817,994805,334007
Canada,17-02-2021,1349676,999755,349916
Canada,18-02-2021,1377335,1007455,369875
Canada,19-02-2021,1428021,1033295,394719
Canada,20-02-2021,1479005,1067185,411809
Canada,21-02-2021,1520995,1096034,424949
Canada,22-02-2021,1583177,1126046,457118
Canada,23-02-2021,1631870,1156265,475592
Canada,24-02-2021,1678242,1188101,490128
Canada,25-02-2021,1737343,1230155,507175
Canada,26-02-2021,1805961,1285399,520549
Canada,27-02-2021,1867737,1339178,528546
Canada,28-02-2021,1913902,1379956,533933
Canada,01-03-2021,1973542,1426246,547283
Canada,02-03-2021,2048089,1490672,557404
Canada,03-03-2021,2122676,1558740,563923
Canada,04-03-2021,2201875,1633175,568687
Canada,05-03-2021,2287771,1715788,571970
Canada,06-03-2021,0,0,0
Canada,07-03-2021,0,0,0
Canada,08-03-2021,0,0,0
Canada,09-03-2021,0,0,0
Canada,10-03-2021,0,0,0
Canada,11-03-2021,0,0,0
Canada,12-03-2021,0,0,0
Canada,13-03-2021,0,0,0
Canada,14-03-2021,0,0,0
Canada,15-03-2021,0,0,0
Canada,16-03-2021,0,0,0
Canada,17-03-2021,0,0,0
Canada,18-03-2021,0,0,0
Canada,19-03-2021,0,0,0
Canada,20-03-2021,0,0,0
Canada,21-03-2021,0,0,0
Canada,22-03-2021,0,0,0
Canada,23-03-2021,0,0,0
Canada,24-03-2021,4442491,3783990,658479
Canada,25-03-2021,4633598,3968229,665347
Canada,26-03-2021,4851280,4177350,673908
Canada,27-03-2021,5018687,4339047,679617
Canada,28-03-2021,5165739,4481909,683807
Canada,29-03-2021,5353703,4664098,689582
Canada,30-03-2021,0,0,0
Canada,31-03-2021,0,0,0
Canada,01-04-2021,0,0,0
Canada,02-04-2021,0,0,0
Canada,03-04-2021,0,0,0
Canada,04-04-2021,0,0,0
Canada,05-04-2021,0,0,0
Canada,06-04-2021,0,0,0
Canada,07-04-2021,0,0,0
Canada,08-04-2021,0,0,0
Canada,09-04-2021,0,0,0
Canada,10-04-2021,0,0,0
Canada,11-04-2021,0,0,0
Canada,12-04-2021,0,0,0
Canada,13-04-2021,0,0,0
Canada,14-04-2021,0,0,0
Canada,15-04-2021,0,0,0
Canada,16-04-2021,0,0,0
Canada,17-04-2021,0,0,0
Canada,18-04-2021,10056228,9122896,933298
Canada,19-04-2021,10319495,9365821,953638
Canada,20-04-2021,10558907,9593368,965502
Canada,21-04-2021,10877409,9898441,978928
Canada,22-04-2021,11242188,10245454,996692
Canada,23-04-2021,11612093,10596224,1015821
Canada,24-04-2021,11901412,10869758,1031604
Canada,25-04-2021,12133776,11092351,1041374
Canada,26-04-2021,12396662,11346234,1050374
Canada,27-04-2021,12656517,11586108,1070352
Canada,28-04-2021,12921655,11835697,1085897
Canada,29-04-2021,13227234,12120513,1106658
Canada,30-04-2021,13516909,12392110,1124733
Canada,01-05-2021,13751099,12607059,1143968
Canada,02-05-2021,13924990,12769697,1155217
Canada,03-05-2021,14152017,12988078,1163861
Canada,04-05-2021,14386201,13202430,1183687
Canada,05-05-2021,14671961,13469755,1202117
Canada,06-05-2021,15030533,13805835,1224602
Canada,07-05-2021,15433970,14184028,1249838
Canada,08-05-2021,15763274,14493113,1270055
Canada,09-05-2021,16036121,14757953,1278058
Canada,10-05-2021,16371292,15074876,1296305
Canada,11-05-2021,16672020,15356349,1315555
Canada,12-05-2021,17021544,15681892,1339534
Canada,13-05-2021,17417634,16049100,1368412
Canada,14-05-2021,17857144,16453589,1403430
Canada,15-05-2021,18222984,16794181,1428668
Canada,16-05-2021,18541034,17096920,1443979
Canada,17-05-2021,18932745,17474089,1458519
Canada,18-05-2021,19217506,17731214,1486150
Canada,19-05-2021,19574466,18052377,1521942
Canada,20-05-2021,19973272,18407617,1565502
Canada,21-05-2021,20463735,18845445,1618125
Canada,22-05-2021,20855100,19187038,1667892
Canada,23-05-2021,21165100,19473202,1691727
Canada,24-05-2021,0,0,0
Canada,25-05-2021,0,0,0
Canada,26-05-2021,0,0,0
Canada,27-05-2021,0,0,0
Canada,28-05-2021,0,0,0
Canada,29-05-2021,0,0,0
Canada,30-05-2021,0,0,0
Canada,31-05-2021,0,0,0
Canada,01-06-2021,0,0,0
Canada,02-06-2021,0,0,0
Canada,03-06-2021,0,0,0
Canada,04-06-2021,0,0,0
Canada,05-06-2021,0,0,0
Canada,06-06-2021,0,0,0
Canada,07-06-2021,26664572,23619656,3044579
Canada,08-06-2021,27018743,23784035,3234358
Canada,09-06-2021,27422573,23948572,3473639
Canada,10-06-2021,27899263,24125211,3773667
Canada,11-06-2021,28400598,24297689,4102506
Canada,12-06-2021,28821802,24426980,4394390
Canada,13-06-2021,29199323,24543025,4655841
Canada,14-06-2021,29646888,24673252,4973148
Canada,15-06-2021,30095923,24791223,5304180
Canada,16-06-2021,30559821,24889200,5670070
Canada,17-06-2021,31066440,24992729,6073129
Canada,18-06-2021,31600396,25089351,6510431
Canada,19-06-2021,32022400,25156512,6865213
Canada,20-06-2021,32372850,25216945,7155212
Canada,21-06-2021,32778630,25296940,7480981
Canada,22-06-2021,0,0,0
Canada,23-06-2021,0,0,0
Canada,24-06-2021,0,0,0
Canada,25-06-2021,0,0,0
Canada,26-06-2021,0,0,0
Canada,27-06-2021,0,0,0
Canada,28-06-2021,0,0,0
Canada,29-06-2021,36967973,25771967,11194992
Canada,30-06-2021,37576729,25827329,11748333
Canada,01-07-2021,38011337,25863831,12146332
Canada,02-07-2021,38610015,25924632,12684145
Canada,03-07-2021,38968880,25954588,13012992
Canada,04-07-2021,39290383,25984973,13304069
Canada,05-07-2021,0,0,0
Canada,06-07-2021,0,0,0
Canada,07-07-2021,0,0,0
Canada,08-07-2021,41505359,26190050,15312710
Canada,09-07-2021,42052006,26241593,15807753
Canada,10-07-2021,0,0,0
Canada,11-07-2021,42704289,26302891,16398633
Canada,12-07-2021,43208990,26356587,16849608
Canada,13-07-2021,43624389,26394463,17227087
Canada,14-07-2021,0,0,0
Canada,15-07-2021,0,0,0
Canada,16-07-2021,44921492,26530194,18388275
Canada,17-07-2021,45223243,26562758,18657411
Canada,18-07-2021,45449075,26586788,18859170
Canada,19-07-2021,45875813,26629900,19242782
Canada,20-07-2021,0,0,0
Canada,21-07-2021,0,0,0
Canada,22-07-2021,0,0,0
Canada,23-07-2021,47336440,26790422,20542651
Canada,24-07-2021,47584543,26820829,20760272
Canada,25-07-2021,47782194,26844138,20934486
Canada,26-07-2021,48172678,26885744,21283069
Canada,27-07-2021,48450732,26922123,21524324
Canada,28-07-2021,0,0,0
Canada,29-07-2021,0,0,0
Canada,30-07-2021,49256190,27039724,22211140
Canada,31-07-2021,49421968,27062947,22353317
Canada,01-08-2021,49555035,27081547,22467542
Canada,02-08-2021,49647800,27093665,22547958
Canada,03-08-2021,0,0,0
Canada,04-08-2021,0,0,0
Canada,05-08-2021,0,0,0
Canada,06-08-2021,0,0,0
Canada,07-08-2021,0,0,0
Canada,08-08-2021,50709429,27271040,23429791
Canada,09-08-2021,50902117,27305780,23587497
Canada,10-08-2021,51038832,27331842,23697691
Canada,11-08-2021,51176311,27359719,23806855
Canada,12-08-2021,51328011,27391331,23926530
Canada,13-08-2021,51475146,27425264,24039193
Canada,14-08-2021,51588420,27447900,24129286
Canada,15-08-2021,51683657,27466060,24206001
Canada,16-08-2021,0,0,0
Canada,17-08-2021,0,0,0
Canada,18-08-2021,52115863,27558698,24544459
Canada,19-08-2021,52252319,27595125,24643951
Canada,20-08-2021,52378488,27630835,24733989
Canada,21-08-2021,0,0,0
Canada,22-08-2021,52551733,27673312,24863929
Canada,23-08-2021,52678495,27704579,24959180
Canada,24-08-2021,52794979,27736046,25043768
Canada,25-08-2021,0,0,0
Canada,26-08-2021,0,0,0
Canada,27-08-2021,53136347,27849454,25270307
Canada,28-08-2021,53213614,27873220,25323226
Canada,29-08-2021,53277180,27891320,25368206
